SKU,LOC,FECHA,UNI
Art02,LOC_083,23/04/2019,4
Art03,LOC_083,23/04/2019,3
Art04,LOC_083,23/04/2019,1
Art05,LOC_083,23/04/2019,2
Art06,LOC_083,23/04/2019,3
Art07,LOC_083,23/04/2019,1
Art08,LOC_083,23/04/2019,3
Art09,LOC_083,23/04/2019,2
Art10,LOC_083,23/04/2019,1
Art02,LOC_084,23/04/2019,2
Art03,LOC_084,23/04/2019,5
Art05,LOC_084,23/04/2019,5
Art06,LOC_084,23/04/2019,2
Art07,LOC_084,23/04/2019,5
Art09,LOC_084,23/04/2019,2
Art10,LOC_084,23/04/2019,1
Art10,LOC_086,23/04/2019,1
Art01,LOC_087,23/04/2019,3
Art03,LOC_087,23/04/2019,1
Art08,LOC_087,23/04/2019,1
Art02,LOC_088,23/04/2019,3
Art03,LOC_088,23/04/2019,7
Art04,LOC_088,23/04/2019,2
Art06,LOC_088,23/04/2019,5
Art07,LOC_088,23/04/2019,4
Art08,LOC_088,23/04/2019,1
Art02,LOC_089,23/04/2019,2
Art03,LOC_089,23/04/2019,2
Art04,LOC_089,23/04/2019,1
Art06,LOC_089,23/04/2019,2
Art07,LOC_089,23/04/2019,2
Art08,LOC_089,23/04/2019,1
Art06,LOC_091,23/04/2019,2
Art07,LOC_091,23/04/2019,1
Art01,LOC_092,23/04/2019,1
Art02,LOC_092,23/04/2019,1
Art02,LOC_093,23/04/2019,2
Art03,LOC_093,23/04/2019,2
Art08,LOC_093,23/04/2019,1
Art09,LOC_093,23/04/2019,2
Art08,LOC_094,23/04/2019,2
Art09,LOC_094,23/04/2019,1
Art01,LOC_095,23/04/2019,3
Art03,LOC_095,23/04/2019,1
Art05,LOC_095,23/04/2019,1
Art06,LOC_095,23/04/2019,2
Art09,LOC_095,23/04/2019,1
Art10,LOC_095,23/04/2019,1
Art03,LOC_096,23/04/2019,1
Art06,LOC_096,23/04/2019,1
Art07,LOC_096,23/04/2019,1
Art08,LOC_096,23/04/2019,1
Art10,LOC_096,23/04/2019,1
Art02,LOC_097,23/04/2019,2
Art03,LOC_097,23/04/2019,1
Art08,LOC_097,23/04/2019,1
Art03,LOC_098,23/04/2019,1
Art07,LOC_098,23/04/2019,1
Art05,LOC_099,23/04/2019,1
Art06,LOC_100,23/04/2019,1
Art02,LOC_101,23/04/2019,1
Art04,LOC_101,23/04/2019,1
Art09,LOC_101,23/04/2019,2
Art07,LOC_102,23/04/2019,2
Art03,LOC_103,23/04/2019,2
Art09,LOC_103,23/04/2019,1
Art03,LOC_105,23/04/2019,1
Art06,LOC_105,23/04/2019,3
Art08,LOC_105,23/04/2019,2
Art10,LOC_105,23/04/2019,1
Art02,LOC_106,23/04/2019,2
Art08,LOC_106,23/04/2019,1
Art09,LOC_106,23/04/2019,1
Art06,LOC_107,23/04/2019,4
Art07,LOC_107,23/04/2019,1
Art01,LOC_108,23/04/2019,1
Art02,LOC_108,23/04/2019,1
Art03,LOC_108,23/04/2019,2
Art06,LOC_108,23/04/2019,1
Art07,LOC_108,23/04/2019,1
Art01,LOC_109,23/04/2019,5
Art03,LOC_109,23/04/2019,2
Art07,LOC_109,23/04/2019,1
Art08,LOC_109,23/04/2019,1
Art05,LOC_110,23/04/2019,1
Art06,LOC_110,23/04/2019,1
Art08,LOC_110,23/04/2019,1
Art09,LOC_110,23/04/2019,1
Art10,LOC_110,23/04/2019,1
Art04,LOC_111,23/04/2019,1
Art09,LOC_111,23/04/2019,1
Art02,LOC_112,23/04/2019,1
Art02,LOC_113,23/04/2019,1
Art04,LOC_113,23/04/2019,1
Art05,LOC_113,23/04/2019,2
Art08,LOC_113,23/04/2019,1
Art09,LOC_113,23/04/2019,1
Art02,LOC_114,23/04/2019,2
Art05,LOC_114,23/04/2019,1
Art06,LOC_114,23/04/2019,3
Art07,LOC_114,23/04/2019,2
Art08,LOC_114,23/04/2019,1
Art10,LOC_114,23/04/2019,2
Art01,LOC_115,23/04/2019,3
Art02,LOC_115,23/04/2019,1
Art03,LOC_115,23/04/2019,2
Art09,LOC_115,23/04/2019,1
Art01,LOC_116,23/04/2019,3
Art03,LOC_116,23/04/2019,1
Art06,LOC_116,23/04/2019,2
Art07,LOC_116,23/04/2019,1
Art06,LOC_117,23/04/2019,2
Art07,LOC_117,23/04/2019,1
Art09,LOC_117,23/04/2019,2
Art02,LOC_118,23/04/2019,1
Art03,LOC_118,23/04/2019,2
Art04,LOC_118,23/04/2019,1
Art06,LOC_118,23/04/2019,6
Art08,LOC_118,23/04/2019,1
Art01,LOC_119,23/04/2019,1
Art02,LOC_119,23/04/2019,2
Art06,LOC_119,23/04/2019,1
Art07,LOC_119,23/04/2019,1
Art02,LOC_120,23/04/2019,2
Art03,LOC_120,23/04/2019,2
Art05,LOC_120,23/04/2019,2
Art07,LOC_120,23/04/2019,1
Art08,LOC_120,23/04/2019,1
Art03,LOC_121,23/04/2019,1
Art01,LOC_122,23/04/2019,4
Art10,LOC_122,23/04/2019,1
Art03,LOC_124,23/04/2019,1
Art09,LOC_125,23/04/2019,1
Art10,LOC_125,23/04/2019,1
Art02,LOC_127,23/04/2019,3
Art03,LOC_127,23/04/2019,1
Art06,LOC_127,23/04/2019,4
Art07,LOC_127,23/04/2019,3
Art10,LOC_127,23/04/2019,1
Art01,LOC_128,23/04/2019,3
Art08,LOC_128,23/04/2019,2
Art05,LOC_129,23/04/2019,2
Art07,LOC_129,23/04/2019,2
Art08,LOC_129,23/04/2019,1
Art01,LOC_131,23/04/2019,1
Art05,LOC_131,23/04/2019,1
Art06,LOC_131,23/04/2019,1
Art07,LOC_131,23/04/2019,6
Art08,LOC_131,23/04/2019,1
Art02,LOC_132,23/04/2019,1
Art03,LOC_132,23/04/2019,2
Art10,LOC_132,23/04/2019,1
Art10,LOC_133,23/04/2019,1
Art06,LOC_134,23/04/2019,2
Art07,LOC_136,23/04/2019,2
Art09,LOC_136,23/04/2019,1
Art03,LOC_137,23/04/2019,1
Art10,LOC_137,23/04/2019,1
Art02,LOC_138,23/04/2019,1
Art03,LOC_139,23/04/2019,1
Art05,LOC_139,23/04/2019,2
Art07,LOC_139,23/04/2019,1
Art04,LOC_140,23/04/2019,2
Art02,LOC_142,23/04/2019,1
Art03,LOC_142,23/04/2019,2
Art07,LOC_142,23/04/2019,1
Art01,LOC_143,23/04/2019,4
Art10,LOC_143,23/04/2019,1
Art02,LOC_144,23/04/2019,1
Art03,LOC_144,23/04/2019,6
Art05,LOC_144,23/04/2019,4
Art08,LOC_144,23/04/2019,1
Art09,LOC_144,23/04/2019,1
Art10,LOC_144,23/04/2019,1
Art02,LOC_146,23/04/2019,1
Art06,LOC_146,23/04/2019,3
Art07,LOC_146,23/04/2019,1
Art08,LOC_146,23/04/2019,1
Art06,LOC_147,23/04/2019,1
Art02,LOC_148,23/04/2019,2
Art09,LOC_148,23/04/2019,1
Art03,LOC_149,23/04/2019,1
Art06,LOC_149,23/04/2019,3
Art07,LOC_149,23/04/2019,1
Art08,LOC_149,23/04/2019,1
Art10,LOC_149,23/04/2019,1
Art06,LOC_151,23/04/2019,1
Art08,LOC_151,23/04/2019,1
Art09,LOC_151,23/04/2019,1
Art01,LOC_152,23/04/2019,1
Art01,LOC_154,23/04/2019,6
Art09,LOC_154,23/04/2019,1
Art06,LOC_156,23/04/2019,1
Art07,LOC_156,23/04/2019,1
Art09,LOC_156,23/04/2019,1
Art02,LOC_157,23/04/2019,4
Art03,LOC_157,23/04/2019,3
Art05,LOC_157,23/04/2019,2
Art06,LOC_157,23/04/2019,4
Art07,LOC_157,23/04/2019,4
Art08,LOC_157,23/04/2019,1
Art09,LOC_157,23/04/2019,1
Art10,LOC_157,23/04/2019,2
Art08,LOC_159,23/04/2019,1
Art09,LOC_160,23/04/2019,1
Art10,LOC_160,23/04/2019,1
Art06,LOC_161,23/04/2019,1
Art09,LOC_161,23/04/2019,1
Art09,LOC_162,23/04/2019,2
Art01,LOC_163,23/04/2019,4
Art04,LOC_163,23/04/2019,2
Art02,LOC_164,23/04/2019,3
Art06,LOC_164,23/04/2019,2
Art07,LOC_164,23/04/2019,1
Art09,LOC_164,23/04/2019,1
Art07,LOC_167,23/04/2019,2
Art10,LOC_167,23/04/2019,1
Art03,LOC_168,23/04/2019,1
Art07,LOC_168,23/04/2019,1
Art08,LOC_168,23/04/2019,1
Art04,LOC_169,23/04/2019,1
Art06,LOC_169,23/04/2019,1
Art08,LOC_169,23/04/2019,1
Art01,LOC_170,23/04/2019,1
Art06,LOC_170,23/04/2019,1
Art10,LOC_170,23/04/2019,1
Art02,LOC_171,23/04/2019,1
Art06,LOC_171,23/04/2019,1
Art10,LOC_171,23/04/2019,3
Art02,LOC_172,23/04/2019,1
Art03,LOC_172,23/04/2019,3
Art05,LOC_172,23/04/2019,2
Art07,LOC_172,23/04/2019,3
Art09,LOC_172,23/04/2019,1
Art02,LOC_173,23/04/2019,1
Art06,LOC_173,23/04/2019,2
Art09,LOC_173,23/04/2019,1
Art01,LOC_174,23/04/2019,3
Art01,LOC_175,23/04/2019,1
Art02,LOC_176,23/04/2019,2
Art02,LOC_177,23/04/2019,1
Art03,LOC_177,23/04/2019,3
Art06,LOC_177,23/04/2019,2
Art08,LOC_177,23/04/2019,1
Art09,LOC_177,23/04/2019,2
Art02,LOC_180,23/04/2019,1
Art06,LOC_180,23/04/2019,2
Art09,LOC_180,23/04/2019,1
Art01,LOC_183,23/04/2019,2
Art03,LOC_184,23/04/2019,2
Art01,LOC_185,23/04/2019,7
Art02,LOC_185,23/04/2019,1
Art03,LOC_185,23/04/2019,1
Art06,LOC_185,23/04/2019,6
Art07,LOC_185,23/04/2019,3
Art01,LOC_186,23/04/2019,3
Art09,LOC_186,23/04/2019,1
Art06,LOC_187,23/04/2019,2
Art07,LOC_187,23/04/2019,1
Art06,LOC_188,23/04/2019,1
Art07,LOC_188,23/04/2019,1
Art08,LOC_188,23/04/2019,6
Art02,LOC_189,23/04/2019,1
Art09,LOC_189,23/04/2019,1
Art02,LOC_190,23/04/2019,1
Art08,LOC_190,23/04/2019,1
Art09,LOC_190,23/04/2019,1
Art10,LOC_190,23/04/2019,3
Art06,LOC_192,23/04/2019,2
Art08,LOC_192,23/04/2019,1
Art02,LOC_193,23/04/2019,3
Art03,LOC_193,23/04/2019,4
Art04,LOC_193,23/04/2019,2
Art10,LOC_193,23/04/2019,1
Art02,LOC_194,23/04/2019,2
Art06,LOC_194,23/04/2019,1
Art07,LOC_196,23/04/2019,1
Art01,LOC_197,23/04/2019,5
Art02,LOC_197,23/04/2019,1
Art03,LOC_197,23/04/2019,2
Art06,LOC_197,23/04/2019,1
Art06,LOC_198,23/04/2019,1
Art03,LOC_199,23/04/2019,1
Art06,LOC_199,23/04/2019,1
Art08,LOC_199,23/04/2019,1
Art02,LOC_200,23/04/2019,1
Art05,LOC_200,23/04/2019,2
Art06,LOC_200,23/04/2019,3
Art02,LOC_202,23/04/2019,1
Art02,LOC_203,23/04/2019,1
Art08,LOC_204,23/04/2019,1
Art09,LOC_204,23/04/2019,1
Art02,LOC_205,23/04/2019,5
Art04,LOC_205,23/04/2019,1
Art06,LOC_205,23/04/2019,1
Art10,LOC_205,23/04/2019,1
Art06,LOC_206,23/04/2019,1
Art10,LOC_206,23/04/2019,1
Art03,LOC_207,23/04/2019,1
Art02,LOC_208,23/04/2019,1
Art06,LOC_208,23/04/2019,2
Art07,LOC_208,23/04/2019,1
Art09,LOC_208,23/04/2019,2
Art03,LOC_209,23/04/2019,1
Art02,LOC_210,23/04/2019,1
Art04,LOC_210,23/04/2019,3
Art06,LOC_210,23/04/2019,4
Art07,LOC_211,23/04/2019,1
Art03,LOC_212,23/04/2019,2
Art05,LOC_212,23/04/2019,6
Art06,LOC_212,23/04/2019,2
Art07,LOC_212,23/04/2019,3
Art10,LOC_212,23/04/2019,3
Art02,LOC_213,23/04/2019,1
Art06,LOC_213,23/04/2019,2
Art09,LOC_213,23/04/2019,1
Art07,LOC_214,23/04/2019,1
Art10,LOC_214,23/04/2019,1
Art03,LOC_215,23/04/2019,1
Art06,LOC_215,23/04/2019,2
Art08,LOC_215,23/04/2019,1
Art10,LOC_215,23/04/2019,2
Art02,LOC_217,23/04/2019,18
Art03,LOC_217,23/04/2019,26
Art05,LOC_217,23/04/2019,12
Art06,LOC_217,23/04/2019,14
Art07,LOC_217,23/04/2019,5
Art10,LOC_217,23/04/2019,9
Art01,LOC_218,23/04/2019,3
Art07,LOC_218,23/04/2019,1
Art01,LOC_219,23/04/2019,3
Art03,LOC_221,23/04/2019,1
Art04,LOC_221,23/04/2019,1
Art07,LOC_223,23/04/2019,2
Art06,LOC_224,23/04/2019,1
Art10,LOC_225,23/04/2019,1
Art02,LOC_226,23/04/2019,3
Art06,LOC_226,23/04/2019,11
Art07,LOC_226,23/04/2019,4
Art09,LOC_226,23/04/2019,2
Art06,LOC_227,23/04/2019,3
Art03,LOC_228,23/04/2019,1
Art04,LOC_228,23/04/2019,3
Art06,LOC_228,23/04/2019,2
Art01,LOC_229,23/04/2019,1
Art04,LOC_229,23/04/2019,1
Art09,LOC_229,23/04/2019,1
Art03,LOC_230,23/04/2019,1
Art09,LOC_230,23/04/2019,1
Art10,LOC_230,23/04/2019,1
Art06,LOC_231,23/04/2019,1
Art01,LOC_232,23/04/2019,4
Art05,LOC_232,23/04/2019,4
Art06,LOC_232,23/04/2019,1
Art07,LOC_232,23/04/2019,2
Art09,LOC_232,23/04/2019,1
Art03,LOC_233,23/04/2019,6
Art05,LOC_233,23/04/2019,2
Art06,LOC_233,23/04/2019,1
Art07,LOC_233,23/04/2019,2
Art08,LOC_233,23/04/2019,2
Art02,LOC_234,23/04/2019,2
Art07,LOC_234,23/04/2019,2
Art01,LOC_235,23/04/2019,2
Art09,LOC_235,23/04/2019,1
Art02,LOC_236,23/04/2019,1
Art06,LOC_236,23/04/2019,2
Art06,LOC_237,23/04/2019,2
Art01,LOC_238,23/04/2019,2
Art06,LOC_238,23/04/2019,1
Art07,LOC_238,23/04/2019,1
Art10,LOC_238,23/04/2019,1
Art04,LOC_239,23/04/2019,1
Art05,LOC_239,23/04/2019,2
Art06,LOC_239,23/04/2019,2
Art10,LOC_239,23/04/2019,1
Art06,LOC_240,23/04/2019,1
Art06,LOC_241,23/04/2019,2
Art07,LOC_241,23/04/2019,1
Art09,LOC_241,23/04/2019,1
Art06,LOC_242,23/04/2019,2
Art02,LOC_243,23/04/2019,2
Art03,LOC_243,23/04/2019,1
Art06,LOC_243,23/04/2019,5
Art07,LOC_243,23/04/2019,2
Art09,LOC_243,23/04/2019,1
Art06,LOC_244,23/04/2019,1
Art03,LOC_245,23/04/2019,3
Art06,LOC_245,23/04/2019,1
Art08,LOC_245,23/04/2019,1
Art09,LOC_245,23/04/2019,1
Art01,LOC_246,23/04/2019,1
Art02,LOC_246,23/04/2019,5
Art03,LOC_246,23/04/2019,15
Art05,LOC_246,23/04/2019,2
Art06,LOC_246,23/04/2019,5
Art07,LOC_246,23/04/2019,2
Art09,LOC_246,23/04/2019,3
Art10,LOC_246,23/04/2019,4
Art04,LOC_247,23/04/2019,1
Art09,LOC_247,23/04/2019,2
Art10,LOC_247,23/04/2019,1
Art06,LOC_250,23/04/2019,1
Art08,LOC_252,23/04/2019,1
Art09,LOC_253,23/04/2019,1
Art09,LOC_254,23/04/2019,2
Art10,LOC_254,23/04/2019,1
Art04,LOC_255,23/04/2019,1
Art08,LOC_255,23/04/2019,1
Art09,LOC_255,23/04/2019,2
Art02,LOC_256,23/04/2019,1
Art06,LOC_257,23/04/2019,2
Art01,LOC_258,23/04/2019,3
Art02,LOC_258,23/04/2019,1
Art09,LOC_259,23/04/2019,1
Art03,LOC_260,23/04/2019,1
Art04,LOC_260,23/04/2019,1
Art05,LOC_260,23/04/2019,1
Art07,LOC_260,23/04/2019,1
Art09,LOC_260,23/04/2019,2
Art01,LOC_261,23/04/2019,1
Art03,LOC_262,23/04/2019,1
Art05,LOC_262,23/04/2019,2
Art09,LOC_262,23/04/2019,2
Art01,LOC_263,23/04/2019,3
Art03,LOC_264,23/04/2019,2
Art06,LOC_264,23/04/2019,1
Art07,LOC_264,23/04/2019,3
Art09,LOC_264,23/04/2019,3
Art01,LOC_265,23/04/2019,1
Art02,LOC_265,23/04/2019,2
Art04,LOC_265,23/04/2019,1
Art08,LOC_265,23/04/2019,1
Art06,LOC_266,23/04/2019,1
Art07,LOC_266,23/04/2019,1
Art06,LOC_267,23/04/2019,1
Art08,LOC_267,23/04/2019,1
Art09,LOC_267,23/04/2019,1
Art02,LOC_268,23/04/2019,1
Art03,LOC_268,23/04/2019,1
Art06,LOC_268,23/04/2019,2
Art03,LOC_269,23/04/2019,2
Art05,LOC_269,23/04/2019,1
Art06,LOC_269,23/04/2019,2
Art07,LOC_269,23/04/2019,2
Art09,LOC_269,23/04/2019,1
Art01,LOC_270,23/04/2019,3
Art06,LOC_270,23/04/2019,2
Art03,LOC_271,23/04/2019,1
Art06,LOC_271,23/04/2019,1
Art07,LOC_271,23/04/2019,1
Art08,LOC_272,23/04/2019,1
Art02,LOC_273,23/04/2019,1
Art03,LOC_273,23/04/2019,3
Art06,LOC_273,23/04/2019,3
Art07,LOC_273,23/04/2019,4
Art08,LOC_273,23/04/2019,1
Art02,LOC_274,23/04/2019,1
Art06,LOC_274,23/04/2019,2
Art08,LOC_274,23/04/2019,1
Art09,LOC_274,23/04/2019,1
Art10,LOC_274,23/04/2019,1
Art01,LOC_275,23/04/2019,6
Art03,LOC_275,23/04/2019,4
Art04,LOC_275,23/04/2019,2
Art06,LOC_275,23/04/2019,1
Art07,LOC_275,23/04/2019,3
Art08,LOC_275,23/04/2019,1
Art09,LOC_275,23/04/2019,1
Art03,LOC_278,23/04/2019,2
Art05,LOC_278,23/04/2019,2
Art06,LOC_278,23/04/2019,2
Art07,LOC_278,23/04/2019,1
Art08,LOC_278,23/04/2019,1
Art03,LOC_279,23/04/2019,2
Art04,LOC_279,23/04/2019,1
Art02,LOC_280,23/04/2019,1
Art04,LOC_280,23/04/2019,1
Art05,LOC_280,23/04/2019,1
Art02,LOC_281,23/04/2019,1
Art03,LOC_281,23/04/2019,2
Art04,LOC_281,23/04/2019,1
Art09,LOC_281,23/04/2019,1
Art03,LOC_282,23/04/2019,2
Art05,LOC_282,23/04/2019,4
Art06,LOC_282,23/04/2019,2
Art07,LOC_282,23/04/2019,1
Art08,LOC_282,23/04/2019,1
Art02,LOC_283,23/04/2019,1
Art06,LOC_283,23/04/2019,1
Art07,LOC_283,23/04/2019,1
Art10,LOC_283,23/04/2019,1
Art06,LOC_285,23/04/2019,2
Art07,LOC_285,23/04/2019,1
Art08,LOC_285,23/04/2019,1
Art09,LOC_285,23/04/2019,1
Art01,LOC_286,23/04/2019,5
Art02,LOC_286,23/04/2019,1
Art06,LOC_286,23/04/2019,1
Art09,LOC_288,23/04/2019,2
Art01,LOC_289,23/04/2019,3
Art03,LOC_289,23/04/2019,1
Art04,LOC_289,23/04/2019,2
Art09,LOC_289,23/04/2019,1
Art01,LOC_291,23/04/2019,1
Art04,LOC_291,23/04/2019,1
Art05,LOC_291,23/04/2019,1
Art06,LOC_293,23/04/2019,3
Art08,LOC_293,23/04/2019,1
Art01,LOC_294,23/04/2019,3
Art02,LOC_294,23/04/2019,1
Art01,LOC_295,23/04/2019,2
Art06,LOC_295,23/04/2019,1
Art08,LOC_295,23/04/2019,1
Art06,LOC_296,23/04/2019,2
Art08,LOC_296,23/04/2019,1
Art06,LOC_297,23/04/2019,1
Art04,LOC_298,23/04/2019,1
Art06,LOC_298,23/04/2019,2
Art03,LOC_299,23/04/2019,1
Art09,LOC_299,23/04/2019,2
Art02,LOC_301,23/04/2019,1
Art03,LOC_301,23/04/2019,1
Art02,LOC_303,23/04/2019,1
Art06,LOC_303,23/04/2019,2
Art09,LOC_303,23/04/2019,1
Art01,LOC_304,23/04/2019,3
Art03,LOC_304,23/04/2019,1
Art07,LOC_304,23/04/2019,1
Art05,LOC_305,23/04/2019,1
Art09,LOC_305,23/04/2019,1
Art02,LOC_306,23/04/2019,1
Art03,LOC_306,23/04/2019,3
Art04,LOC_306,23/04/2019,2
Art05,LOC_306,23/04/2019,1
Art06,LOC_306,23/04/2019,3
Art07,LOC_306,23/04/2019,2
Art08,LOC_306,23/04/2019,1
Art10,LOC_306,23/04/2019,1
Art06,LOC_308,23/04/2019,2
Art05,LOC_310,23/04/2019,2
Art02,LOC_311,23/04/2019,2
Art06,LOC_311,23/04/2019,1
Art09,LOC_311,23/04/2019,1
Art01,LOC_312,23/04/2019,12
Art02,LOC_313,23/04/2019,1
Art09,LOC_314,23/04/2019,1
Art01,LOC_315,23/04/2019,1
Art01,LOC_316,23/04/2019,1
Art09,LOC_316,23/04/2019,1
Art01,LOC_319,23/04/2019,2
Art02,LOC_319,23/04/2019,1
Art03,LOC_319,23/04/2019,2
Art09,LOC_319,23/04/2019,2
Art10,LOC_319,23/04/2019,2
Art02,LOC_320,23/04/2019,1
Art03,LOC_320,23/04/2019,1
Art04,LOC_320,23/04/2019,4
Art06,LOC_320,23/04/2019,1
Art08,LOC_320,23/04/2019,1
Art09,LOC_320,23/04/2019,4
Art01,LOC_321,23/04/2019,1
Art05,LOC_323,23/04/2019,1
Art02,LOC_324,23/04/2019,5
Art04,LOC_324,23/04/2019,2
Art09,LOC_324,23/04/2019,1
Art06,LOC_325,23/04/2019,1
Art04,LOC_326,23/04/2019,1
Art06,LOC_326,23/04/2019,2
Art07,LOC_326,23/04/2019,1
Art09,LOC_326,23/04/2019,1
Art01,LOC_328,23/04/2019,2
Art07,LOC_329,23/04/2019,2
Art02,LOC_331,23/04/2019,1
Art03,LOC_331,23/04/2019,1
Art07,LOC_331,23/04/2019,3
Art01,LOC_333,23/04/2019,3
Art02,LOC_333,23/04/2019,2
Art05,LOC_333,23/04/2019,1
Art06,LOC_333,23/04/2019,1
Art04,LOC_334,23/04/2019,1
Art05,LOC_334,23/04/2019,1
Art01,LOC_335,23/04/2019,1
Art07,LOC_335,23/04/2019,2
Art03,LOC_336,23/04/2019,2
Art05,LOC_336,23/04/2019,1
Art06,LOC_336,23/04/2019,1
Art01,LOC_339,23/04/2019,2
Art06,LOC_339,23/04/2019,2
Art08,LOC_339,23/04/2019,1
Art03,LOC_341,23/04/2019,1
Art05,LOC_341,23/04/2019,1
Art10,LOC_342,23/04/2019,1
Art06,LOC_343,23/04/2019,1
Art02,LOC_345,23/04/2019,4
Art03,LOC_345,23/04/2019,6
Art05,LOC_345,23/04/2019,6
Art10,LOC_345,23/04/2019,1
Art01,LOC_346,23/04/2019,6
Art01,LOC_348,23/04/2019,1
Art07,LOC_348,23/04/2019,1
Art06,LOC_349,23/04/2019,1
Art08,LOC_349,23/04/2019,1
Art09,LOC_349,23/04/2019,1
Art01,LOC_350,23/04/2019,1
Art02,LOC_350,23/04/2019,1
Art03,LOC_350,23/04/2019,11
Art04,LOC_350,23/04/2019,1
Art05,LOC_350,23/04/2019,2
Art06,LOC_350,23/04/2019,3
Art07,LOC_350,23/04/2019,1
Art09,LOC_350,23/04/2019,2
Art10,LOC_350,23/04/2019,1
Art01,LOC_351,23/04/2019,4
Art02,LOC_351,23/04/2019,3
Art03,LOC_351,23/04/2019,3
Art04,LOC_351,23/04/2019,2
Art05,LOC_351,23/04/2019,2
Art06,LOC_351,23/04/2019,4
Art07,LOC_351,23/04/2019,5
Art09,LOC_351,23/04/2019,1
Art01,LOC_352,23/04/2019,2
Art02,LOC_352,23/04/2019,2
Art03,LOC_352,23/04/2019,1
Art04,LOC_352,23/04/2019,1
Art05,LOC_352,23/04/2019,3
Art03,LOC_355,23/04/2019,1
Art06,LOC_355,23/04/2019,2
Art07,LOC_355,23/04/2019,1
Art08,LOC_355,23/04/2019,1
Art09,LOC_355,23/04/2019,3
Art05,LOC_356,23/04/2019,1
Art06,LOC_356,23/04/2019,1
Art10,LOC_356,23/04/2019,1
Art01,LOC_357,23/04/2019,2
Art03,LOC_357,23/04/2019,2
Art06,LOC_357,23/04/2019,1
Art10,LOC_357,23/04/2019,1
Art02,LOC_358,23/04/2019,1
Art01,LOC_359,23/04/2019,1
Art05,LOC_361,23/04/2019,1
Art09,LOC_361,23/04/2019,1
Art03,LOC_362,23/04/2019,2
Art05,LOC_364,23/04/2019,1
Art02,LOC_365,23/04/2019,1
Art03,LOC_365,23/04/2019,1
Art05,LOC_365,23/04/2019,1
Art06,LOC_365,23/04/2019,1
Art07,LOC_365,23/04/2019,1
Art02,LOC_366,23/04/2019,1
Art06,LOC_366,23/04/2019,1
Art04,LOC_368,23/04/2019,1
Art05,LOC_368,23/04/2019,2
Art07,LOC_368,23/04/2019,1
Art09,LOC_368,23/04/2019,2
Art02,LOC_369,23/04/2019,1
Art03,LOC_369,23/04/2019,1
Art02,LOC_370,23/04/2019,1
Art03,LOC_370,23/04/2019,2
Art05,LOC_370,23/04/2019,1
Art07,LOC_370,23/04/2019,1
Art03,LOC_371,23/04/2019,1
Art07,LOC_371,23/04/2019,1
Art01,LOC_372,23/04/2019,1
Art04,LOC_372,23/04/2019,2
Art03,LOC_373,23/04/2019,3
Art05,LOC_373,23/04/2019,3
Art07,LOC_373,23/04/2019,1
Art09,LOC_373,23/04/2019,1
Art02,LOC_374,23/04/2019,1
Art03,LOC_374,23/04/2019,2
Art10,LOC_374,23/04/2019,1
Art06,LOC_375,23/04/2019,1
Art08,LOC_375,23/04/2019,1
Art01,LOC_377,23/04/2019,2
Art02,LOC_377,23/04/2019,1
Art03,LOC_377,23/04/2019,1
Art05,LOC_377,23/04/2019,4
Art06,LOC_377,23/04/2019,1
Art07,LOC_377,23/04/2019,3
Art09,LOC_377,23/04/2019,2
Art10,LOC_377,23/04/2019,2
Art06,LOC_378,23/04/2019,1
Art07,LOC_378,23/04/2019,1
Art08,LOC_378,23/04/2019,1
Art03,LOC_379,23/04/2019,1
Art04,LOC_379,23/04/2019,2
Art05,LOC_379,23/04/2019,2
Art08,LOC_379,23/04/2019,1
Art09,LOC_379,23/04/2019,2
Art02,LOC_380,23/04/2019,3
Art03,LOC_380,23/04/2019,1
Art04,LOC_380,23/04/2019,1
Art07,LOC_380,23/04/2019,1
Art02,LOC_382,23/04/2019,1
Art04,LOC_383,23/04/2019,1
Art01,LOC_384,23/04/2019,3
Art09,LOC_384,23/04/2019,2
Art07,LOC_387,23/04/2019,1
Art09,LOC_388,23/04/2019,1
Art02,LOC_389,23/04/2019,1
Art06,LOC_389,23/04/2019,1
Art06,LOC_390,23/04/2019,1
Art02,LOC_391,23/04/2019,1
Art03,LOC_391,23/04/2019,3
Art05,LOC_391,23/04/2019,1
Art08,LOC_391,23/04/2019,1
Art09,LOC_391,23/04/2019,1
Art10,LOC_391,23/04/2019,1
Art02,LOC_394,23/04/2019,1
Art06,LOC_394,23/04/2019,3
Art08,LOC_394,23/04/2019,1
Art09,LOC_394,23/04/2019,2
Art01,LOC_395,23/04/2019,4
Art02,LOC_396,23/04/2019,2
Art03,LOC_398,23/04/2019,1
Art05,LOC_398,23/04/2019,1
Art08,LOC_398,23/04/2019,1
Art02,LOC_399,23/04/2019,1
Art04,LOC_399,23/04/2019,1
Art08,LOC_399,23/04/2019,1
Art10,LOC_399,23/04/2019,1
Art01,LOC_400,23/04/2019,7
Art02,LOC_400,23/04/2019,1
Art10,LOC_400,23/04/2019,1
Art08,LOC_402,23/04/2019,1
Art10,LOC_402,23/04/2019,1
Art04,LOC_403,23/04/2019,1
Art09,LOC_404,23/04/2019,1
Art03,LOC_405,23/04/2019,4
Art08,LOC_405,23/04/2019,1
Art09,LOC_405,23/04/2019,1
Art03,LOC_406,23/04/2019,1
Art05,LOC_407,23/04/2019,1
Art04,LOC_409,23/04/2019,1
